Date,Close
8/29/2016 16:00:00,31.41
8/30/2016 16:00:00,32.19
8/31/2016 16:00:00,32.06
9/1/2016 16:00:00,31.91
9/2/2016 16:00:00,31.89
9/6/2016 16:00:00,31.75
9/7/2016 16:00:00,31.69
9/8/2016 16:00:00,32.04
9/9/2016 16:00:00,31.59
9/12/2016 16:00:00,32.24
9/13/2016 16:00:00,31.46
9/14/2016 16:00:00,31.56
9/15/2016 16:00:00,31.95
9/16/2016 16:00:00,31.59
9/19/2016 16:00:00,31.6
9/20/2016 16:00:00,31.7
9/21/2016 16:00:00,31.92
9/22/2016 16:00:00,32.24
9/23/2016 16:00:00,31.91
9/26/2016 16:00:00,31.03
9/27/2016 16:00:00,31.35
9/28/2016 16:00:00,31.77
9/29/2016 16:00:00,31.04
9/30/2016 16:00:00,32.06
10/3/2016 16:00:00,31.95
10/4/2016 16:00:00,32.04
10/5/2016 16:00:00,32.56
10/6/2016 16:00:00,32.39
10/7/2016 16:00:00,32.31
10/10/2016 16:00:00,32.56
10/11/2016 16:00:00,32.18
10/12/2016 16:00:00,31.91
10/13/2016 16:00:00,31.73
10/14/2016 16:00:00,32.07
10/17/2016 16:00:00,31.79
10/18/2016 16:00:00,32.32
10/19/2016 16:00:00,32.93
10/20/2016 16:00:00,32.9
10/21/2016 16:00:00,33.44
10/24/2016 16:00:00,33.38
10/25/2016 16:00:00,33.35
10/26/2016 16:00:00,33.59
10/27/2016 16:00:00,33.82
10/28/2016 16:00:00,33.52
10/31/2016 16:00:00,33.57
11/1/2016 16:00:00,33.36
11/2/2016 16:00:00,32.92
11/3/2016 16:00:00,32.81
11/4/2016 16:00:00,32.78
11/7/2016 16:00:00,34
11/8/2016 16:00:00,34.1
11/9/2016 16:00:00,36.52
11/10/2016 16:00:00,38.02
11/11/2016 16:00:00,38.49
11/14/2016 16:00:00,39.35
11/15/2016 16:00:00,40
11/16/2016 16:00:00,39.19
11/17/2016 16:00:00,39.97
11/18/2016 16:00:00,40.43
11/21/2016 16:00:00,40.56
11/22/2016 16:00:00,40.54
11/23/2016 16:00:00,41.04
11/25/2016 16:00:00,41.1
11/28/2016 16:00:00,40.44
11/29/2016 16:00:00,40.6
11/30/2016 16:00:00,41.36
12/1/2016 16:00:00,42.16
12/2/2016 16:00:00,41.83
12/5/2016 16:00:00,42.09
12/6/2016 16:00:00,42.51
12/7/2016 16:00:00,42.64
12/8/2016 16:00:00,43.58
12/9/2016 16:00:00,43.73
12/12/2016 16:00:00,42.98
12/13/2016 16:00:00,42.56
12/14/2016 16:00:00,42.86
12/15/2016 16:00:00,43.01
12/16/2016 16:00:00,42.71
12/19/2016 16:00:00,42.83
12/20/2016 16:00:00,43.5
12/21/2016 16:00:00,43.37
12/22/2016 16:00:00,42.79
12/23/2016 16:00:00,43.06
12/27/2016 16:00:00,43.12
12/28/2016 16:00:00,42.62
12/29/2016 16:00:00,42.15
12/30/2016 16:00:00,42.25
