Date,Close
3/31/2016 16:00:00,13.5
4/1/2016 16:00:00,13.1
4/4/2016 16:00:00,12.8
4/5/2016 16:00:00,12.77
4/6/2016 16:00:00,12.82
4/7/2016 16:00:00,12.52
4/8/2016 16:00:00,12.55
4/11/2016 16:00:00,12.66
4/12/2016 16:00:00,12.81
4/13/2016 16:00:00,13.06
4/14/2016 16:00:00,13.09
4/15/2016 16:00:00,12.94
4/18/2016 16:00:00,13.25
4/19/2016 16:00:00,13.44
4/20/2016 16:00:00,13.64
4/21/2016 16:00:00,13.65
4/22/2016 16:00:00,13.61
4/25/2016 16:00:00,13.58
4/26/2016 16:00:00,13.75
4/27/2016 16:00:00,13.66
4/28/2016 16:00:00,14.09
4/29/2016 16:00:00,13.56
5/2/2016 16:00:00,13.62
5/3/2016 16:00:00,13.43
5/4/2016 16:00:00,13.31
5/5/2016 16:00:00,13.32
5/6/2016 16:00:00,13.44
5/9/2016 16:00:00,13.32
5/10/2016 16:00:00,13.49
5/11/2016 16:00:00,13.32
5/12/2016 16:00:00,13.35
5/13/2016 16:00:00,13.22
5/16/2016 16:00:00,13.32
5/17/2016 16:00:00,13.14
5/18/2016 16:00:00,13.16
5/19/2016 16:00:00,13.09
5/20/2016 16:00:00,13.19
5/23/2016 16:00:00,13.13
5/24/2016 16:00:00,13.29
5/25/2016 16:00:00,13.52
5/26/2016 16:00:00,13.46
5/27/2016 16:00:00,13.45
5/31/2016 16:00:00,13.49
6/1/2016 16:00:00,13.11
6/2/2016 16:00:00,13.21
6/3/2016 16:00:00,13.04
6/6/2016 16:00:00,13.18
6/7/2016 16:00:00,13.38
6/8/2016 16:00:00,13.36
6/9/2016 16:00:00,13.26
6/10/2016 16:00:00,13.1
6/13/2016 16:00:00,12.98
6/14/2016 16:00:00,12.84
6/15/2016 16:00:00,13.01
6/16/2016 16:00:00,13.12
6/17/2016 16:00:00,13.26
6/20/2016 16:00:00,13.42
6/21/2016 16:00:00,13.22
6/22/2016 16:00:00,13.18
6/23/2016 16:00:00,13.4
6/24/2016 16:00:00,12.52
6/27/2016 16:00:00,12.16
6/28/2016 16:00:00,12.39
6/29/2016 16:00:00,12.55
6/30/2016 16:00:00,12.57
7/1/2016 16:00:00,12.72
7/5/2016 16:00:00,12.4
7/6/2016 16:00:00,12.57
7/7/2016 16:00:00,12.75
7/8/2016 16:00:00,13.09
7/11/2016 16:00:00,13.27
7/12/2016 16:00:00,13.45
7/13/2016 16:00:00,13.48
7/14/2016 16:00:00,13.59
7/15/2016 16:00:00,13.57
7/18/2016 16:00:00,13.65
7/19/2016 16:00:00,13.65
7/20/2016 16:00:00,13.74
7/21/2016 16:00:00,13.92
7/22/2016 16:00:00,13.84
7/25/2016 16:00:00,13.83
7/26/2016 16:00:00,13.86
7/27/2016 16:00:00,13.84
7/28/2016 16:00:00,12.71
7/29/2016 16:00:00,12.66
8/1/2016 16:00:00,12.48
8/2/2016 16:00:00,11.94
8/3/2016 16:00:00,12.13
8/4/2016 16:00:00,12.08
8/5/2016 16:00:00,12.19
8/8/2016 16:00:00,12.18
8/9/2016 16:00:00,12.31
8/10/2016 16:00:00,12.25
8/11/2016 16:00:00,12.31
8/12/2016 16:00:00,12.33
8/15/2016 16:00:00,12.43
8/16/2016 16:00:00,12.34
8/17/2016 16:00:00,12.39
8/18/2016 16:00:00,12.33
8/19/2016 16:00:00,12.39
8/22/2016 16:00:00,12.36
8/23/2016 16:00:00,12.42
8/24/2016 16:00:00,12.3
8/25/2016 16:00:00,12.47
8/26/2016 16:00:00,12.38
8/29/2016 16:00:00,12.47
8/30/2016 16:00:00,12.55
8/31/2016 16:00:00,12.6
9/1/2016 16:00:00,12.44
9/2/2016 16:00:00,12.5
9/6/2016 16:00:00,12.67
9/7/2016 16:00:00,12.7
9/8/2016 16:00:00,12.73
9/9/2016 16:00:00,12.38
9/12/2016 16:00:00,12.7
9/13/2016 16:00:00,12.38
9/14/2016 16:00:00,12.14
9/15/2016 16:00:00,12.11
9/16/2016 16:00:00,12.11
9/19/2016 16:00:00,12.11
9/20/2016 16:00:00,12
9/21/2016 16:00:00,12.09
9/22/2016 16:00:00,12.18
9/23/2016 16:00:00,12.17
9/26/2016 16:00:00,12.01
9/27/2016 16:00:00,11.98
9/28/2016 16:00:00,12.09
9/29/2016 16:00:00,11.97
9/30/2016 16:00:00,12.07
10/3/2016 16:00:00,12.1
10/4/2016 16:00:00,12.2
10/5/2016 16:00:00,12.48
10/6/2016 16:00:00,12.39
10/7/2016 16:00:00,12.29
10/10/2016 16:00:00,12.12
10/11/2016 16:00:00,11.99
10/12/2016 16:00:00,11.96
10/13/2016 16:00:00,11.91
10/14/2016 16:00:00,11.91
10/17/2016 16:00:00,11.88
10/18/2016 16:00:00,11.89
10/19/2016 16:00:00,12.01
10/20/2016 16:00:00,11.97
10/21/2016 16:00:00,12.02
10/24/2016 16:00:00,12.19
10/25/2016 16:00:00,11.85
10/26/2016 16:00:00,11.88
10/27/2016 16:00:00,11.74
10/28/2016 16:00:00,11.72
10/31/2016 16:00:00,11.74
11/1/2016 16:00:00,11.61
11/2/2016 16:00:00,11.4
11/3/2016 16:00:00,11.35
11/4/2016 16:00:00,11.34
11/7/2016 16:00:00,11.58
11/8/2016 16:00:00,11.48
11/9/2016 16:00:00,11.58
11/10/2016 16:00:00,11.94
11/11/2016 16:00:00,12.28
11/14/2016 16:00:00,12.06
11/15/2016 16:00:00,12.04
11/16/2016 16:00:00,12
11/17/2016 16:00:00,11.87
11/18/2016 16:00:00,11.76
11/21/2016 16:00:00,11.79
11/22/2016 16:00:00,11.89
11/23/2016 16:00:00,11.9
11/25/2016 16:00:00,12.04
11/28/2016 16:00:00,11.92
11/29/2016 16:00:00,11.92
11/30/2016 16:00:00,11.96
12/1/2016 16:00:00,12.43
12/2/2016 16:00:00,12.24
12/5/2016 16:00:00,12.44
12/6/2016 16:00:00,12.56
12/7/2016 16:00:00,13.06
12/8/2016 16:00:00,13.03
12/9/2016 16:00:00,13.17
12/12/2016 16:00:00,12.82
12/13/2016 16:00:00,12.77
12/14/2016 16:00:00,12.53
12/15/2016 16:00:00,12.58
12/16/2016 16:00:00,12.63
12/19/2016 16:00:00,12.66
12/20/2016 16:00:00,12.78
12/21/2016 16:00:00,12.64
12/22/2016 16:00:00,12.4
12/23/2016 16:00:00,12.46
12/27/2016 16:00:00,12.39
12/28/2016 16:00:00,12.25
12/29/2016 16:00:00,12.23
12/30/2016 16:00:00,12.13
