Date,Close
8/22/2016 16:00:00,14.37
8/23/2016 16:00:00,14.57
8/24/2016 16:00:00,14.4
8/25/2016 16:00:00,14.37
8/26/2016 16:00:00,14.39
8/29/2016 16:00:00,14.43
8/30/2016 16:00:00,14.38
8/31/2016 16:00:00,14.37
9/1/2016 16:00:00,14.5
9/2/2016 16:00:00,14.49
9/6/2016 16:00:00,14.63
9/7/2016 16:00:00,14.69
9/8/2016 16:00:00,14.63
9/9/2016 16:00:00,14.07
9/12/2016 16:00:00,14.49
9/13/2016 16:00:00,14.18
9/14/2016 16:00:00,14.27
9/15/2016 16:00:00,14.5
9/16/2016 16:00:00,14.53
9/19/2016 16:00:00,14.56
9/20/2016 16:00:00,14.54
9/21/2016 16:00:00,14.99
9/22/2016 16:00:00,15.12
9/23/2016 16:00:00,15.09
9/26/2016 16:00:00,15.02
9/27/2016 16:00:00,15.34
9/28/2016 16:00:00,15.49
9/29/2016 16:00:00,15.39
9/30/2016 16:00:00,15.53
10/3/2016 16:00:00,15.65
10/4/2016 16:00:00,15.36
10/5/2016 16:00:00,15.63
10/6/2016 16:00:00,15.6
10/7/2016 16:00:00,15.58
10/10/2016 16:00:00,15.59
10/11/2016 16:00:00,15.44
10/12/2016 16:00:00,15.35
10/13/2016 16:00:00,15.15
10/14/2016 16:00:00,14.48
10/17/2016 16:00:00,14.03
10/18/2016 16:00:00,14.21
10/19/2016 16:00:00,14.12
10/20/2016 16:00:00,14.1
10/21/2016 16:00:00,13.8
10/24/2016 16:00:00,13.97
10/25/2016 16:00:00,13.9
10/26/2016 16:00:00,13.91
10/27/2016 16:00:00,13.99
10/28/2016 16:00:00,14.09
10/31/2016 16:00:00,14.49
11/1/2016 16:00:00,14.35
11/2/2016 16:00:00,14.65
11/3/2016 16:00:00,14.54
11/4/2016 16:00:00,14.71
11/7/2016 16:00:00,15.05
11/8/2016 16:00:00,15.28
11/9/2016 16:00:00,15.57
11/10/2016 16:00:00,15.49
11/11/2016 16:00:00,15.82
11/14/2016 16:00:00,16.1
11/15/2016 16:00:00,15.87
11/16/2016 16:00:00,15.8
11/17/2016 16:00:00,15.89
11/18/2016 16:00:00,15.87
11/21/2016 16:00:00,16
11/22/2016 16:00:00,15.95
11/23/2016 16:00:00,14.87
11/25/2016 16:00:00,15.18
11/28/2016 16:00:00,15.08
11/29/2016 16:00:00,15.15
11/30/2016 16:00:00,15.4
12/1/2016 16:00:00,15.06
12/2/2016 16:00:00,15.12
12/5/2016 16:00:00,15.55
12/6/2016 16:00:00,15.6
12/7/2016 16:00:00,16.15
12/8/2016 16:00:00,16.16
12/9/2016 16:00:00,15.78
12/12/2016 16:00:00,15.83
12/13/2016 16:00:00,15.82
12/14/2016 16:00:00,15.61
12/15/2016 16:00:00,15.51
12/16/2016 16:00:00,15.05
12/19/2016 16:00:00,15.12
12/20/2016 16:00:00,15.08
12/21/2016 16:00:00,15.14
12/22/2016 16:00:00,15.14
12/23/2016 16:00:00,15.1
12/27/2016 16:00:00,15.21
12/28/2016 16:00:00,14.94
12/29/2016 16:00:00,14.94
12/30/2016 16:00:00,14.84
